"count","p","sType"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType84"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType142"
7,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType72"
206,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType119"
1,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
8,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType69"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType88"
7,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType90"
1,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType144"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType93"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType80"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType138"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType70"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType90"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType80"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType99"
12,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
24,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType63"
16,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType94"
18,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
26,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType91"
24,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType72"
22,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104"
2,"http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType151"
15,"http://www.w3.org/2000/01/rdf-schema#label","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType56"
23,"http://www.w3.org/2000/01/rdf-schema#label","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType57"
6,"http://www.w3.org/2000/01/rdf-schema#label","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
15,"http://www.w3.org/2000/01/rdf-schema#label","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType82"
8,"http://www.w3.org/2000/01/rdf-schema#label","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType94"
3,"http://www.w3.org/2000/01/rdf-schema#label","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType129"
15,"http://www.w3.org/2000/01/rdf-schema#label","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType114"
2,"http://www.w3.org/2000/01/rdf-schema#label","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType141"
5,"http://www.w3.org/2000/01/rdf-schema#comment","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117"
7,"http://www.w3.org/2000/01/rdf-schema#comment","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType130"
10,"http://www.w3.org/2000/01/rdf-schema#comment","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType115"
9,"http://www.w3.org/2000/01/rdf-schema#comment","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
3,"http://www.w3.org/2000/01/rdf-schema#comment","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType129"
10,"http://www.w3.org/2000/01/rdf-schema#comment","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType111"
18,"http://www.w3.org/2000/01/rdf-schema#comment","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType61"
5,"http://www.w3.org/2000/01/rdf-schema#comment","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType121"
7004,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review"
7004,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/rating4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Review"
9,"http://purl.org/dc/elements/1.1/date","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType125"
15,"http://purl.org/dc/elements/1.1/date","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType56"
6,"http://purl.org/dc/elements/1.1/date","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType118"
10,"http://purl.org/dc/elements/1.1/date","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType115"
9,"http://purl.org/dc/elements/1.1/date","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType105"
13,"http://purl.org/dc/elements/1.1/date","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType95"
4,"http://purl.org/dc/elements/1.1/date","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType135"
8,"http://purl.org/dc/elements/1.1/publisher","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType110"
14,"http://purl.org/dc/elements/1.1/publisher","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType58"
20,"http://purl.org/dc/elements/1.1/publisher","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType65"
13,"http://purl.org/dc/elements/1.1/publisher","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType96"
12,"http://purl.org/dc/elements/1.1/publisher","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType63"
4,"http://purl.org/dc/elements/1.1/publisher","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType144"
10,"http://purl.org/dc/elements/1.1/publisher","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType79"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType59"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType83"
22,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/country","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType112"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType125"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/producer","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType128"
297,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType83"
313,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType56"
503,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType57"
449,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType60"
186,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType73"
148,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType132"
206,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType99"
161,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType127"
436,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType101"
183,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
80,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType144"
200,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType72"
231,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType108"
65,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType140"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType78"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType118"
22,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType67"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType73"
7,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType123"
17,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType102"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType72"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType135"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType87"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType125"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType109"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117"
15,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType76"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType124"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType63"
8,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType94"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType92"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType72"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType139"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType119"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType66"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType91"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType98"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType148"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType67"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType93"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType74"
7,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType79"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType59"
201,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Product"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType85"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType116"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType76"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
8,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType69"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType99"
17,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType102"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType80"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType105"
9,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType61"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType126"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType95"
1,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType138"
15,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType76"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
14,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType81"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType95"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual1","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104"
5,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117"
20,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType65"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType148"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType119"
11,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType107"
10,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType124"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType69"
16,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType71"
18,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType66"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType129"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType70"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType147"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType126"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType140"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType93"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType129"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType146"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual4","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType106"
12,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType60"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType148"
6,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType73"
4,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType99"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType77"
13,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType88"
2,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyTextual6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100"
19,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric2","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType75"
1,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric6","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType93"
100,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType117"
3,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric3","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType140"
8,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productPropertyNumeric5","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104"
90,"http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/productFeature","http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType138"
